,국적(지역)별(1),성별(1),variable,value
5828,아프리카주계,여자,2018.24,56
5829,기타계,계,2018.24,-
5830,기타계,남자,2018.24,0
5831,기타계,여자,2018.24,0
5832,국적(지역)별(1),성별(1),2018.25,비전문취업(E-9)
5833,총계,계,2018.25,280312
5834,총계,남자,2018.25,256354
5835,총계,여자,2018.25,23958
5836,총계,제3의성,2018.25,-
5837,아시아주계,계,2018.25,-
5838,아시아주계,남자,2018.25,256254
5839,아시아주계,여자,2018.25,23934
5840,북아메리카주계,계,2018.25,-
5841,북아메리카주계,남자,2018.25,0
5842,북아메리카주계,여자,2018.25,0
5843,남아메리카주계,계,2018.25,-
5844,남아메리카주계,남자,2018.25,10
5845,남아메리카주계,여자,2018.25,4
5846,유럽주계,계,2018.25,-
5847,유럽주계,남자,2018.25,16
5848,유럽주계,여자,2018.25,15
5849,오세아니아주계,계,2018.25,-
5850,오세아니아주계,남자,2018.25,1
5851,오세아니아주계,여자,2018.25,0
5852,오세아니아주계,제3의성,2018.25,-
5853,아프리카주계,계,2018.25,-
5854,아프리카주계,남자,2018.25,72
5855,아프리카주계,여자,2018.25,5
5856,기타계,계,2018.25,-
5857,기타계,남자,2018.25,1
5858,기타계,여자,2018.25,0
5859,국적(지역)별(1),성별(1),2018.26,선원취업(E-10)
5860,총계,계,2018.26,17447
5861,총계,남자,2018.26,17433
5862,총계,여자,2018.26,14
5863,총계,제3의성,2018.26,-
5864,아시아주계,계,2018.26,-
5865,아시아주계,남자,2018.26,17433
5866,아시아주계,여자,2018.26,12
5867,북아메리카주계,계,2018.26,-
5868,북아메리카주계,남자,2018.26,0
5869,북아메리카주계,여자,2018.26,0
5870,남아메리카주계,계,2018.26,-
5871,남아메리카주계,남자,2018.26,0
5872,남아메리카주계,여자,2018.26,0
5873,유럽주계,계,2018.26,-
5874,유럽주계,남자,2018.26,0
5875,유럽주계,여자,2018.26,2
5876,오세아니아주계,계,2018.26,-
5877,오세아니아주계,남자,2018.26,0
5878,오세아니아주계,여자,2018.26,0
5879,오세아니아주계,제3의성,2018.26,-
5880,아프리카주계,계,2018.26,-
5881,아프리카주계,남자,2018.26,0
5882,아프리카주계,여자,2018.26,0
5883,기타계,계,2018.26,-
5884,기타계,남자,2018.26,0
5885,기타계,여자,2018.26,0
5886,국적(지역)별(1),성별(1),2018.27,방문동거(F-1)
5887,총계,계,2018.27,118192
5888,총계,남자,2018.27,48252
5889,총계,여자,2018.27,69940
5890,총계,제3의성,2018.27,-
5891,아시아주계,계,2018.27,-
5892,아시아주계,남자,2018.27,44746
5893,아시아주계,여자,2018.27,66435
5894,북아메리카주계,계,2018.27,-
5895,북아메리카주계,남자,2018.27,783
5896,북아메리카주계,여자,2018.27,355
5897,남아메리카주계,계,2018.27,-
5898,남아메리카주계,남자,2018.27,68
5899,남아메리카주계,여자,2018.27,77
5900,유럽주계,계,2018.27,-
5901,유럽주계,남자,2018.27,2486
5902,유럽주계,여자,2018.27,2858
5903,오세아니아주계,계,2018.27,-
5904,오세아니아주계,남자,2018.27,36
5905,오세아니아주계,여자,2018.27,33
5906,오세아니아주계,제3의성,2018.27,-
5907,아프리카주계,계,2018.27,-
5908,아프리카주계,남자,2018.27,86
5909,아프리카주계,여자,2018.27,114
5910,기타계,계,2018.27,-
5911,기타계,남자,2018.27,47
5912,기타계,여자,2018.27,68
5913,국적(지역)별(1),성별(1),2018.28,거주(F-2)
5914,총계,계,2018.28,41099
5915,총계,남자,2018.28,17968
5916,총계,여자,2018.28,23131
5917,총계,제3의성,2018.28,-
5918,아시아주계,계,2018.28,-
5919,아시아주계,남자,2018.28,16849
5920,아시아주계,여자,2018.28,22320
5921,북아메리카주계,계,2018.28,-
5922,북아메리카주계,남자,2018.28,469
5923,북아메리카주계,여자,2018.28,274
5924,남아메리카주계,계,2018.28,-
5925,남아메리카주계,남자,2018.28,42
5926,남아메리카주계,여자,2018.28,28
5927,유럽주계,계,2018.28,-
5928,유럽주계,남자,2018.28,315
5929,유럽주계,여자,2018.28,315
5930,오세아니아주계,계,2018.28,-
5931,오세아니아주계,남자,2018.28,45
5932,오세아니아주계,여자,2018.28,21
5933,오세아니아주계,제3의성,2018.28,-
5934,아프리카주계,계,2018.28,-
5935,아프리카주계,남자,2018.28,239
5936,아프리카주계,여자,2018.28,163
5937,기타계,계,2018.28,-
5938,기타계,남자,2018.28,9
5939,기타계,여자,2018.28,10
5940,국적(지역)별(1),성별(1),2018.29,동반(F-3)
5941,총계,계,2018.29,22360
5942,총계,남자,2018.29,7952
5943,총계,여자,2018.29,14408
5944,총계,제3의성,2018.29,-
5945,아시아주계,계,2018.29,-
5946,아시아주계,남자,2018.29,5703
5947,아시아주계,여자,2018.29,10658
5948,북아메리카주계,계,2018.29,-
5949,북아메리카주계,남자,2018.29,779
5950,북아메리카주계,여자,2018.29,1089
5951,남아메리카주계,계,2018.29,-
5952,남아메리카주계,남자,2018.29,73
5953,남아메리카주계,여자,2018.29,199
5954,유럽주계,계,2018.29,-
5955,유럽주계,남자,2018.29,811
5956,유럽주계,여자,2018.29,1529
5957,오세아니아주계,계,2018.29,-
5958,오세아니아주계,남자,2018.29,103
5959,오세아니아주계,여자,2018.29,159
5960,오세아니아주계,제3의성,2018.29,-
5961,아프리카주계,계,2018.29,-
5962,아프리카주계,남자,2018.29,483
5963,아프리카주계,여자,2018.29,774
5964,기타계,계,2018.29,-
5965,기타계,남자,2018.29,0
5966,기타계,여자,2018.29,0
5967,국적(지역)별(1),성별(1),2018.30,재외동포(F-4)
5968,총계,계,2018.30,444880
5969,총계,남자,2018.30,213958
5970,총계,여자,2018.30,230922
5971,총계,제3의성,2018.30,-
5972,아시아주계,계,2018.30,-
5973,아시아주계,남자,2018.30,169787
5974,아시아주계,여자,2018.30,180411
5975,북아메리카주계,계,2018.30,-
5976,북아메리카주계,남자,2018.30,26616
5977,북아메리카주계,여자,2018.30,33875
5978,남아메리카주계,계,2018.30,-
5979,남아메리카주계,남자,2018.30,144
5980,남아메리카주계,여자,2018.30,122
5981,유럽주계,계,2018.30,-
5982,유럽주계,남자,2018.30,14134
5983,유럽주계,여자,2018.30,12711
5984,오세아니아주계,계,2018.30,-
5985,오세아니아주계,남자,2018.30,3259
5986,오세아니아주계,여자,2018.30,3781
5987,오세아니아주계,제3의성,2018.30,-
5988,아프리카주계,계,2018.30,-
5989,아프리카주계,남자,2018.30,7
5990,아프리카주계,여자,2018.30,5
5991,기타계,계,2018.30,-
5992,기타계,남자,2018.30,11
5993,기타계,여자,2018.30,17
5994,국적(지역)별(1),성별(1),2018.31,영주(F-5)
5995,총계,계,2018.31,142151
5996,총계,남자,2018.31,63326
5997,총계,여자,2018.31,78825
5998,총계,제3의성,2018.31,-
5999,아시아주계,계,2018.31,-
6000,아시아주계,남자,2018.31,61032
6001,아시아주계,여자,2018.31,77426
6002,북아메리카주계,계,2018.31,-
6003,북아메리카주계,남자,2018.31,1218
6004,북아메리카주계,여자,2018.31,419
6005,남아메리카주계,계,2018.31,-
6006,남아메리카주계,남자,2018.31,20
6007,남아메리카주계,여자,2018.31,34
6008,유럽주계,계,2018.31,-
6009,유럽주계,남자,2018.31,801
6010,유럽주계,여자,2018.31,899
6011,오세아니아주계,계,2018.31,-
6012,오세아니아주계,남자,2018.31,172
6013,오세아니아주계,여자,2018.31,38
6014,오세아니아주계,제3의성,2018.31,-
6015,아프리카주계,계,2018.31,-
6016,아프리카주계,남자,2018.31,82
6017,아프리카주계,여자,2018.31,8
6018,기타계,계,2018.31,-
6019,기타계,남자,2018.31,1
6020,기타계,여자,2018.31,1
6021,국적(지역)별(1),성별(1),2018.32,결혼이민(F-6)
6022,총계,계,2018.32,125238
6023,총계,남자,2018.32,22397
6024,총계,여자,2018.32,102841
6025,총계,제3의성,2018.32,-
6026,아시아주계,계,2018.32,-
6027,아시아주계,남자,2018.32,16460
6028,아시아주계,여자,2018.32,99613
6029,북아메리카주계,계,2018.32,-
6030,북아메리카주계,남자,2018.32,2995
6031,북아메리카주계,여자,2018.32,1037
6032,남아메리카주계,계,2018.32,-
6033,남아메리카주계,남자,2018.32,200
6034,남아메리카주계,여자,2018.32,352
6035,유럽주계,계,2018.32,-
6036,유럽주계,남자,2018.32,1853
6037,유럽주계,여자,2018.32,1543
6038,오세아니아주계,계,2018.32,-
6039,오세아니아주계,남자,2018.32,418
6040,오세아니아주계,여자,2018.32,91
6041,오세아니아주계,제3의성,2018.32,-
6042,아프리카주계,계,2018.32,-
6043,아프리카주계,남자,2018.32,464
6044,아프리카주계,여자,2018.32,197
6045,기타계,계,2018.32,-
6046,기타계,남자,2018.32,7
6047,기타계,여자,2018.32,8
6048,국적(지역)별(1),성별(1),2018.33,기타(G-1)
6049,총계,계,2018.33,29822
6050,총계,남자,2018.33,23327
6051,총계,여자,2018.33,6495
6052,총계,제3의성,2018.33,-
6053,아시아주계,계,2018.33,-
6054,아시아주계,남자,2018.33,15356
6055,아시아주계,여자,2018.33,4929
6056,북아메리카주계,계,2018.33,-
6057,북아메리카주계,남자,2018.33,14
6058,북아메리카주계,여자,2018.33,7
6059,남아메리카주계,계,2018.33,-
6060,남아메리카주계,남자,2018.33,38
6061,남아메리카주계,여자,2018.33,13
6062,유럽주계,계,2018.33,-
6063,유럽주계,남자,2018.33,1523
6064,유럽주계,여자,2018.33,759
6065,오세아니아주계,계,2018.33,-
6066,오세아니아주계,남자,2018.33,1
6067,오세아니아주계,여자,2018.33,0
6068,오세아니아주계,제3의성,2018.33,-
6069,아프리카주계,계,2018.33,-
6070,아프리카주계,남자,2018.33,6394
6071,아프리카주계,여자,2018.33,786
6072,기타계,계,2018.33,-
6073,기타계,남자,2018.33,1
6074,기타계,여자,2018.33,1
6075,국적(지역)별(1),성별(1),2018.34,관광취업(H-1)
6076,총계,계,2018.34,2888
6077,총계,남자,2018.34,489
6078,총계,여자,2018.34,2399
6079,총계,제3의성,2018.34,-
6080,아시아주계,계,2018.34,-
6081,아시아주계,남자,2018.34,157
6082,아시아주계,여자,2018.34,1710
6083,북아메리카주계,계,2018.34,-
6084,북아메리카주계,남자,2018.34,31
6085,북아메리카주계,여자,2018.34,68
6086,남아메리카주계,계,2018.34,-
6087,남아메리카주계,남자,2018.34,9
6088,남아메리카주계,여자,2018.34,19
6089,유럽주계,계,2018.34,-
6090,유럽주계,남자,2018.34,273
6091,유럽주계,여자,2018.34,584
6092,오세아니아주계,계,2018.34,-
6093,오세아니아주계,남자,2018.34,19
6094,오세아니아주계,여자,2018.34,18
6095,오세아니아주계,제3의성,2018.34,-
6096,아프리카주계,계,2018.34,-
6097,아프리카주계,남자,2018.34,0
6098,아프리카주계,여자,2018.34,0
6099,기타계,계,2018.34,-
6100,기타계,남자,2018.34,0
6101,기타계,여자,2018.34,0
6102,국적(지역)별(1),성별(1),2018.35,방문취업(H-2)
6103,총계,계,2018.35,250381
6104,총계,남자,2018.35,150193
6105,총계,여자,2018.35,100188
6106,총계,제3의성,2018.35,-
6107,아시아주계,계,2018.35,-
6108,아시아주계,남자,2018.35,149236
6109,아시아주계,여자,2018.35,99483
6110,북아메리카주계,계,2018.35,-
6111,북아메리카주계,남자,2018.35,0
6112,북아메리카주계,여자,2018.35,0
6113,남아메리카주계,계,2018.35,-
6114,남아메리카주계,남자,2018.35,0
6115,남아메리카주계,여자,2018.35,0
6116,유럽주계,계,2018.35,-
6117,유럽주계,남자,2018.35,956
6118,유럽주계,여자,2018.35,704
6119,오세아니아주계,계,2018.35,-
6120,오세아니아주계,남자,2018.35,0
6121,오세아니아주계,여자,2018.35,0
6122,오세아니아주계,제3의성,2018.35,-
6123,아프리카주계,계,2018.35,-
6124,아프리카주계,남자,2018.35,0
6125,아프리카주계,여자,2018.35,0
6126,기타계,계,2018.35,-
6127,기타계,남자,2018.35,1
6128,기타계,여자,2018.35,1
6129,국적(지역)별(1),성별(1),2018.36,관광상륙(T-1)
6130,총계,계,2018.36,2902
6131,총계,남자,2018.36,1185
6132,총계,여자,2018.36,1717
6133,총계,제3의성,2018.36,-
6134,아시아주계,계,2018.36,-
6135,아시아주계,남자,2018.36,1169
6136,아시아주계,여자,2018.36,1687
6137,북아메리카주계,계,2018.36,-
6138,북아메리카주계,남자,2018.36,6
6139,북아메리카주계,여자,2018.36,12
6140,남아메리카주계,계,2018.36,-
6141,남아메리카주계,남자,2018.36,0
6142,남아메리카주계,여자,2018.36,4
6143,유럽주계,계,2018.36,-
6144,유럽주계,남자,2018.36,9
6145,유럽주계,여자,2018.36,11
6146,오세아니아주계,계,2018.36,-
6147,오세아니아주계,남자,2018.36,1
6148,오세아니아주계,여자,2018.36,3
6149,오세아니아주계,제3의성,2018.36,-
6150,아프리카주계,계,2018.36,-
6151,아프리카주계,남자,2018.36,0
6152,아프리카주계,여자,2018.36,0
6153,기타계,계,2018.36,-
6154,기타계,남자,2018.36,0
6155,기타계,여자,2018.36,0
6156,국적(지역)별(1),성별(1),2018.37,기타(Others)
6157,총계,계,2018.37,57254
6158,총계,남자,2018.37,42144
6159,총계,여자,2018.37,15110
6160,총계,제3의성,2018.37,-
6161,아시아주계,계,2018.37,-
6162,아시아주계,남자,2018.37,367
6163,아시아주계,여자,2018.37,1090
6164,북아메리카주계,계,2018.37,-
6165,북아메리카주계,남자,2018.37,41650
6166,북아메리카주계,여자,2018.37,13723
6167,남아메리카주계,계,2018.37,-
6168,남아메리카주계,남자,2018.37,29
6169,남아메리카주계,여자,2018.37,93
6170,유럽주계,계,2018.37,-
6171,유럽주계,남자,2018.37,44
6172,유럽주계,여자,2018.37,125
6173,오세아니아주계,계,2018.37,-
6174,오세아니아주계,남자,2018.37,13
6175,오세아니아주계,여자,2018.37,24
6176,오세아니아주계,제3의성,2018.37,-
6177,아프리카주계,계,2018.37,-
6178,아프리카주계,남자,2018.37,41
6179,아프리카주계,여자,2018.37,51
6180,기타계,계,2018.37,-
6181,기타계,남자,2018.37,0
6182,기타계,여자,2018.37,4
6183,국적(지역)별(1),성별(1),2019,합계
6184,총계,계,2019,2524656
6185,총계,남자,2019,1346134
6186,총계,여자,2019,1178521
6187,총계,제3의성,2019,1
6188,아시아주계,계,2019,2193440
6189,아시아주계,남자,2019,1159832
6190,아시아주계,여자,2019,1033608
6191,북아메리카주계,계,2019,183771
6192,북아메리카주계,남자,2019,103528
6193,북아메리카주계,여자,2019,80243
6194,남아메리카주계,계,2019,7685
6195,남아메리카주계,남자,2019,3621
6196,남아메리카주계,여자,2019,4064
6197,유럽주계,계,2019,97906
6198,유럽주계,남자,2019,53557
6199,유럽주계,여자,2019,44349
6200,오세아니아주계,계,2019,20880
6201,오세아니아주계,남자,2019,10434
6202,오세아니아주계,여자,2019,10445
6203,오세아니아주계,제3의성,2019,1
6204,아프리카주계,계,2019,20671
6205,아프리카주계,남자,2019,15009
6206,아프리카주계,여자,2019,5662
6207,기타계,계,2019,303
6208,기타계,남자,2019,153
6209,기타계,여자,2019,150
6210,국적(지역)별(1),성별(1),2019.1,외교(A-1)
6211,총계,계,2019.1,4068
6212,총계,남자,2019.1,2102
6213,총계,여자,2019.1,1966
6214,총계,제3의성,2019.1,0
6215,아시아주계,계,2019.1,1836
6216,아시아주계,남자,2019.1,936
6217,아시아주계,여자,2019.1,900
6218,북아메리카주계,계,2019.1,482
6219,북아메리카주계,남자,2019.1,227
6220,북아메리카주계,여자,2019.1,255
6221,남아메리카주계,계,2019.1,302
6222,남아메리카주계,남자,2019.1,166
6223,남아메리카주계,여자,2019.1,136
6224,유럽주계,계,2019.1,753
6225,유럽주계,남자,2019.1,401
6226,유럽주계,여자,2019.1,352
6227,오세아니아주계,계,2019.1,137
6228,오세아니아주계,남자,2019.1,76
6229,오세아니아주계,여자,2019.1,61
6230,오세아니아주계,제3의성,2019.1,0
6231,아프리카주계,계,2019.1,556
6232,아프리카주계,남자,2019.1,294
6233,아프리카주계,여자,2019.1,262
6234,기타계,계,2019.1,2
6235,기타계,남자,2019.1,2
6236,기타계,여자,2019.1,0
6237,국적(지역)별(1),성별(1),2019.2,공무(A-2)
6238,총계,계,2019.2,3483
6239,총계,남자,2019.2,2090
6240,총계,여자,2019.2,1393
6241,총계,제3의성,2019.2,0
6242,아시아주계,계,2019.2,1889
6243,아시아주계,남자,2019.2,1143
6244,아시아주계,여자,2019.2,746
6245,북아메리카주계,계,2019.2,535
6246,북아메리카주계,남자,2019.2,345
6247,북아메리카주계,여자,2019.2,190
6248,남아메리카주계,계,2019.2,162
6249,남아메리카주계,남자,2019.2,88
6250,남아메리카주계,여자,2019.2,74
6251,유럽주계,계,2019.2,554
6252,유럽주계,남자,2019.2,305
6253,유럽주계,여자,2019.2,249
6254,오세아니아주계,계,2019.2,78
6255,오세아니아주계,남자,2019.2,52
6256,오세아니아주계,여자,2019.2,26
6257,오세아니아주계,제3의성,2019.2,0
6258,아프리카주계,계,2019.2,232
6259,아프리카주계,남자,2019.2,139
6260,아프리카주계,여자,2019.2,93
6261,기타계,계,2019.2,33
6262,기타계,남자,2019.2,18
6263,기타계,여자,2019.2,15
6264,국적(지역)별(1),성별(1),2019.3,사증면제(B-1)
6265,총계,계,2019.3,248753
6266,총계,남자,2019.3,119898
6267,총계,여자,2019.3,128855
6268,총계,제3의성,2019.3,0
6269,아시아주계,계,2019.3,211993
6270,아시아주계,남자,2019.3,98346
6271,아시아주계,여자,2019.3,113647
6272,북아메리카주계,계,2019.3,671
6273,북아메리카주계,남자,2019.3,339
6274,북아메리카주계,여자,2019.3,332
6275,남아메리카주계,계,2019.3,2848
6276,남아메리카주계,남자,2019.3,1381
6277,남아메리카주계,여자,2019.3,1467
6278,유럽주계,계,2019.3,30542
6279,유럽주계,남자,2019.3,18427
6280,유럽주계,여자,2019.3,12115
6281,오세아니아주계,계,2019.3,2243
6282,오세아니아주계,남자,2019.3,1113
6283,오세아니아주계,여자,2019.3,1130
6284,오세아니아주계,제3의성,2019.3,0
6285,아프리카주계,계,2019.3,456
6286,아프리카주계,남자,2019.3,292
6287,아프리카주계,여자,2019.3,164
6288,기타계,계,2019.3,0
6289,기타계,남자,2019.3,0
6290,기타계,여자,2019.3,0
6291,국적(지역)별(1),성별(1),2019.4,관광통과(B-2)
6292,총계,계,2019.4,204541
6293,총계,남자,2019.4,88079
6294,총계,여자,2019.4,116461
6295,총계,제3의성,2019.4,1
6296,아시아주계,계,2019.4,153398
6297,아시아주계,남자,2019.4,61703
6298,아시아주계,여자,2019.4,91695
6299,북아메리카주계,계,2019.4,40487
6300,북아메리카주계,남자,2019.4,20787
6301,북아메리카주계,여자,2019.4,19700
6302,남아메리카주계,계,2019.4,417
6303,남아메리카주계,남자,2019.4,220
6304,남아메리카주계,여자,2019.4,197
6305,유럽주계,계,2019.4,783
6306,유럽주계,남자,2019.4,499
6307,유럽주계,여자,2019.4,284
6308,오세아니아주계,계,2019.4,8684
6309,오세아니아주계,남자,2019.4,4276
6310,오세아니아주계,여자,2019.4,4407
6311,오세아니아주계,제3의성,2019.4,1
6312,아프리카주계,계,2019.4,756
6313,아프리카주계,남자,2019.4,586
6314,아프리카주계,여자,2019.4,170
6315,기타계,계,2019.4,16
6316,기타계,남자,2019.4,8
6317,기타계,여자,2019.4,8
6318,국적(지역)별(1),성별(1),2019.5,일시취재(C-1)
6319,총계,계,2019.5,38
6320,총계,남자,2019.5,31
6321,총계,여자,2019.5,7
6322,총계,제3의성,2019.5,0
6323,아시아주계,계,2019.5,34
6324,아시아주계,남자,2019.5,27
6325,아시아주계,여자,2019.5,7
6326,북아메리카주계,계,2019.5,3
6327,북아메리카주계,남자,2019.5,3
6328,북아메리카주계,여자,2019.5,0
6329,남아메리카주계,계,2019.5,0
6330,남아메리카주계,남자,2019.5,0
6331,남아메리카주계,여자,2019.5,0
6332,유럽주계,계,2019.5,1
6333,유럽주계,남자,2019.5,1
6334,유럽주계,여자,2019.5,0
6335,오세아니아주계,계,2019.5,0
6336,오세아니아주계,남자,2019.5,0
6337,오세아니아주계,여자,2019.5,0
6338,오세아니아주계,제3의성,2019.5,0
6339,아프리카주계,계,2019.5,0
6340,아프리카주계,남자,2019.5,0
6341,아프리카주계,여자,2019.5,0
6342,기타계,계,2019.5,0
6343,기타계,남자,2019.5,0
6344,기타계,여자,2019.5,0
6345,국적(지역)별(1),성별(1),2019.6,단기방문(C-3)
6346,총계,계,2019.6,256696
6347,총계,남자,2019.6,134278
6348,총계,여자,2019.6,122418
6349,총계,제3의성,2019.6,0
6350,아시아주계,계,2019.6,252960
6351,아시아주계,남자,2019.6,131458
6352,아시아주계,여자,2019.6,121502
6353,북아메리카주계,계,2019.6,203
6354,북아메리카주계,남자,2019.6,124
6355,북아메리카주계,여자,2019.6,79
6356,남아메리카주계,계,2019.6,326
6357,남아메리카주계,남자,2019.6,155
6358,남아메리카주계,여자,2019.6,171
6359,유럽주계,계,2019.6,1174
6360,유럽주계,남자,2019.6,764
6361,유럽주계,여자,2019.6,410
6362,오세아니아주계,계,2019.6,26
6363,오세아니아주계,남자,2019.6,18
6364,오세아니아주계,여자,2019.6,8
6365,오세아니아주계,제3의성,2019.6,0
6366,아프리카주계,계,2019.6,1949
6367,아프리카주계,남자,2019.6,1723
6368,아프리카주계,여자,2019.6,226
6369,기타계,계,2019.6,58
6370,기타계,남자,2019.6,36
6371,기타계,여자,2019.6,22
6372,국적(지역)별(1),성별(1),2019.7,단기취업(C-4)
6373,총계,계,2019.7,1645
6374,총계,남자,2019.7,1233
6375,총계,여자,2019.7,412
6376,총계,제3의성,2019.7,0
6377,아시아주계,계,2019.7,1149
6378,아시아주계,남자,2019.7,918
6379,아시아주계,여자,2019.7,231
6380,북아메리카주계,계,2019.7,61
6381,북아메리카주계,남자,2019.7,54
6382,북아메리카주계,여자,2019.7,7
6383,남아메리카주계,계,2019.7,57
6384,남아메리카주계,남자,2019.7,34
6385,남아메리카주계,여자,2019.7,23
6386,유럽주계,계,2019.7,333
6387,유럽주계,남자,2019.7,201
6388,유럽주계,여자,2019.7,132
6389,오세아니아주계,계,2019.7,39
6390,오세아니아주계,남자,2019.7,20
6391,오세아니아주계,여자,2019.7,19
6392,오세아니아주계,제3의성,2019.7,0
6393,아프리카주계,계,2019.7,6
6394,아프리카주계,남자,2019.7,6
6395,아프리카주계,여자,2019.7,0
6396,기타계,계,2019.7,0
6397,기타계,남자,2019.7,0
6398,기타계,여자,2019.7,0
6399,국적(지역)별(1),성별(1),2019.8,문화예술(D-1)
6400,총계,계,2019.8,60
6401,총계,남자,2019.8,28
6402,총계,여자,2019.8,32
6403,총계,제3의성,2019.8,0
6404,아시아주계,계,2019.8,45
6405,아시아주계,남자,2019.8,22
6406,아시아주계,여자,2019.8,23
6407,북아메리카주계,계,2019.8,4
6408,북아메리카주계,남자,2019.8,2
6409,북아메리카주계,여자,2019.8,2
6410,남아메리카주계,계,2019.8,2
6411,남아메리카주계,남자,2019.8,0
6412,남아메리카주계,여자,2019.8,2
6413,유럽주계,계,2019.8,7
6414,유럽주계,남자,2019.8,3
6415,유럽주계,여자,2019.8,4
6416,오세아니아주계,계,2019.8,0
6417,오세아니아주계,남자,2019.8,0
6418,오세아니아주계,여자,2019.8,0
6419,오세아니아주계,제3의성,2019.8,0
6420,아프리카주계,계,2019.8,2
6421,아프리카주계,남자,2019.8,1
6422,아프리카주계,여자,2019.8,1
6423,기타계,계,2019.8,0
6424,기타계,남자,2019.8,0
6425,기타계,여자,2019.8,0
6426,국적(지역)별(1),성별(1),2019.9,유학(D-2)
6427,총계,계,2019.9,118254
6428,총계,남자,2019.9,51376
6429,총계,여자,2019.9,66878
6430,총계,제3의성,2019.9,0
6431,아시아주계,계,2019.9,108919
6432,아시아주계,남자,2019.9,47017
6433,아시아주계,여자,2019.9,61902
6434,북아메리카주계,계,2019.9,1395
6435,북아메리카주계,남자,2019.9,442
6436,북아메리카주계,여자,2019.9,953
6437,남아메리카주계,계,2019.9,842
6438,남아메리카주계,남자,2019.9,307
6439,남아메리카주계,여자,2019.9,535
6440,유럽주계,계,2019.9,4464
6441,유럽주계,남자,2019.9,1768
6442,유럽주계,여자,2019.9,2696
6443,오세아니아주계,계,2019.9,126
6444,오세아니아주계,남자,2019.9,48
6445,오세아니아주계,여자,2019.9,78
6446,오세아니아주계,제3의성,2019.9,0
6447,아프리카주계,계,2019.9,2491
6448,아프리카주계,남자,2019.9,1782
6449,아프리카주계,여자,2019.9,709
6450,기타계,계,2019.9,17
6451,기타계,남자,2019.9,12
6452,기타계,여자,2019.9,5
6453,국적(지역)별(1),성별(1),2019.10,기술연수(D-3)
6454,총계,계,2019.10,1964
6455,총계,남자,2019.10,1431
6456,총계,여자,2019.10,533
6457,총계,제3의성,2019.10,0
6458,아시아주계,계,2019.10,1962
6459,아시아주계,남자,2019.10,1430
6460,아시아주계,여자,2019.10,532
6461,북아메리카주계,계,2019.10,0
6462,북아메리카주계,남자,2019.10,0
6463,북아메리카주계,여자,2019.10,0
6464,남아메리카주계,계,2019.10,1
6465,남아메리카주계,남자,2019.10,0
6466,남아메리카주계,여자,2019.10,1
6467,유럽주계,계,2019.10,1
6468,유럽주계,남자,2019.10,1
6469,유럽주계,여자,2019.10,0
6470,오세아니아주계,계,2019.10,0
6471,오세아니아주계,남자,2019.10,0
6472,오세아니아주계,여자,2019.10,0
6473,오세아니아주계,제3의성,2019.10,0
6474,아프리카주계,계,2019.10,0
6475,아프리카주계,남자,2019.10,0
6476,아프리카주계,여자,2019.10,0
6477,기타계,계,2019.10,0
6478,기타계,남자,2019.10,0
6479,기타계,여자,2019.10,0
6480,국적(지역)별(1),성별(1),2019.11,일반연수(D-4)
6481,총계,계,2019.11,63691
6482,총계,남자,2019.11,33741
6483,총계,여자,2019.11,29950
6484,총계,제3의성,2019.11,0
6485,아시아주계,계,2019.11,61571
6486,아시아주계,남자,2019.11,33068
6487,아시아주계,여자,2019.11,28503
6488,북아메리카주계,계,2019.11,232
6489,북아메리카주계,남자,2019.11,71
6490,북아메리카주계,여자,2019.11,161
6491,남아메리카주계,계,2019.11,263
6492,남아메리카주계,남자,2019.11,90
6493,남아메리카주계,여자,2019.11,173
6494,유럽주계,계,2019.11,1145
6495,유럽주계,남자,2019.11,223
6496,유럽주계,여자,2019.11,922
6497,오세아니아주계,계,2019.11,50
6498,오세아니아주계,남자,2019.11,30
6499,오세아니아주계,여자,2019.11,20
6500,오세아니아주계,제3의성,2019.11,0
6501,아프리카주계,계,2019.11,428
6502,아프리카주계,남자,2019.11,258
6503,아프리카주계,여자,2019.11,170
6504,기타계,계,2019.11,2
6505,기타계,남자,2019.11,1
6506,기타계,여자,2019.11,1
6507,국적(지역)별(1),성별(1),2019.12,취재(D-5)
6508,총계,계,2019.12,91
6509,총계,남자,2019.12,70
6510,총계,여자,2019.12,21
6511,총계,제3의성,2019.12,0
6512,아시아주계,계,2019.12,67
6513,아시아주계,남자,2019.12,51
6514,아시아주계,여자,2019.12,16
6515,북아메리카주계,계,2019.12,5
6516,북아메리카주계,남자,2019.12,5
6517,북아메리카주계,여자,2019.12,0
6518,남아메리카주계,계,2019.12,0
6519,남아메리카주계,남자,2019.12,0
6520,남아메리카주계,여자,2019.12,0
6521,유럽주계,계,2019.12,17
6522,유럽주계,남자,2019.12,12
6523,유럽주계,여자,2019.12,5
6524,오세아니아주계,계,2019.12,2
6525,오세아니아주계,남자,2019.12,2
6526,오세아니아주계,여자,2019.12,0
6527,오세아니아주계,제3의성,2019.12,0
6528,아프리카주계,계,2019.12,0
6529,아프리카주계,남자,2019.12,0
6530,아프리카주계,여자,2019.12,0
6531,기타계,계,2019.12,0
6532,기타계,남자,2019.12,0
6533,기타계,여자,2019.12,0
6534,국적(지역)별(1),성별(1),2019.13,종교(D-6)
6535,총계,계,2019.13,1561
6536,총계,남자,2019.13,859
6537,총계,여자,2019.13,702
